first_wak,second_wak,third_wak,fourth_wak,fifth_wak,sixth_wak,seventh_wak,eighth_wak
โคกครามนามที่บ้าน,หว่านคราม,เฃียวชุ่มฉอุ่มงาม,กิ่งก้าน,เหมือนศรีที่นุชทราม,สวาดิฮุ่มพุ่มเอย,เหนแต่ครามนามบ้าน,ไสบเจ้าเศร้าสูน
สวนหงวงวัดพร้อม,พระเนร,รื่นรอบขอบบริเวณ,หว่างบ้าน,เดกเยาเล่ากนเกน,ก้องที่กดีแฮ,ใช่ที่มีสวนสอ้าน,ชื่ออ้างปางหลัง
ตลาดแก้วแถวถิ่นตเข้,ตนฃาม,ตลิ่งตลาดแต่ล้วนหนาม,สนับหญ้า,แก้วอื่นหมื่นแสนทราม,สู้สละปละเอย,รักแต่แก้วแววฟ้า,จะเฝ้าเคล้าสนอม
ถึงวังตาเพชอ้าง,ปางหลัง,ไผ่พุ่มซุ้มเซิงรัง,รกเรื้อ,ตาเพชเหตุไดวัง,มีเล่าเจ้าเอย,ฤๅว่าตาเพชเชื้อ,ชาติท้าวเจ้าเมือง
สวนฃิงตลิ่งแต่ล้วน,สวนมเฃือ,พริกเทดเม็จอร่ามเหลือ,เรื่อไหร้,กล้วยปลูกสุกห่ามเครือ,ครบซ่มมยมเอย,คิดคู่อยู่สวนได้,แต่งต้มซ่มตำ
บ้านยอดยอดไม้สพรั่ง,ฝั่งชลา,ยอดยื่นชื่อฉ้อพกา,กิ่งคว้าง,ยอดอื่นหมื่นแสนดา,ดาษทอดยอดแฮ,ยอดรักจักหาบ้าง,บ่ได้ใจหาย
ลุดน๐ชนบทบ้าน,ขนมจีน,โรงเจ๊กตั้งริมตีน,ท่าน้ำ,นั่งนับทรัพสิ่งสีน,สยายเพ่าเล่าแฮ,เมียช่างสางสลวยล้ำ,สลับผู้หูหนาง
โพคอยโพขึ้นอยู่,คู่เคียง,ปากช่องคลองชลาเฉลียง,ลัดถุ้ง,บ้านตั้งฝั่งน้ำเรียง,รายอยู่หมู่แฮ,แลรอบขอบแหลมคุ้ง,เขดบ้านตานราย
ถึงหน้าท่าน้ำวัด,มนาวหวาน,ฦๅเลื่องเบื้องบูราน,ร่ำพร้อง,หวานอื่นคลื่นไสร้นาน,นักเบื่อเหลือแม่,หวานแต่น้ำคำน้อง,เสนาะน้ำคำหวาน
ทับคีเลกเดกว่าต้ม,ขมเหลือ,ครั้นแต่งแกงต้มเกลือ,กลบคั้น,พรีกขิงสิ่งไส่เจือ,จิบอร่อยน้อยฤๅ,ขมฃื่นคลื่นไสร้นั้น,แต่น้ำคำขม
วัดฝางอ้างชื่อไว้,ใช่ฝาง,ฝางย่อมย้อมแพรยาง,ยิ่งขรั้ง,แดงศุกถูกแดดหมาง,หมองคร่ำดำแฮ,อกพี่ที่แค้นขั้ง,ขู่๐คล้ำน้ำฝาง
ท่าระหัดพัดน้ำท่วม,ท้องนา,หันกลับขับคงคา,คึ่นได้,ใคร่จ้างช่างรหัดหา,ห่อนภบหลบเอย,อกพี่ที่ร้อนให้,รหัดน้ำพร่ำพรม
ถึงบางนางศุขน้อง,นามเหมือน,ศุขพี่ที่ร่วมเรือน,เพื่อนร้อน,ยามศุขทุกปีเดือน,ได้อยู่คู่เอย,ยามทุกศุขกาหล้อน,หล่นเหน้าเปล่าดาย
ถึงย่านยายท้าวที่,ผีลง,ฦๅข่าวเจ้าสิงทรง,สอดรู้,คิดใคร่ไถ่ถามอง,อารักประจักเอย,แม่ม่ายหมายเคียงขู้,คบเผื้อนเชือนไฉน
ท่าโขลงโขลงช้างค่าม,ตามโขลง,พลอยถูกผูกกูบโยง,แย่ท้าย,ลืมเถื่อนเพื่อนร่วมโรง,รักยศหมดแฮ,พี่เที่ยวเดียวโดดคล้าย,คชร้างห่างโขลง
บ้านตั้งฝั่งน้ำที่,กดีทอง,ลาวอยู่รู้เสียงสนอง,เหน่อช้า,ปลูกผักหักฟืนตอง,ตามเถื่อนเพื่อนแฮ,หูเจาะเหมาะแต่หน้า,แน่งน้อยกลอยใจ
โคกม่อก่ออิดตั้ง,เตาเพลิง,เผาม่อก่อไฟเริง,เร่งเร้า,ม่อมีที่พะเพิง,เพื่อนเหล่าเผาแฮ,อกพี่ที่ร้อนเถ้า,ถ่านกลุ้มรุมแรง
ถึงรยะสระโปยชหญ้าน,บ้านลาว,ผ้านุ่งถุงทบยาว,ย่างย้าย,กลีบกลับวับแวมวาว,แวบแวบแทบแฮ,เด็กว่าฟ้าแลบฉะม้าย,มุ่งค้อนงอนงาม
ถึงท้ายชายน้ำตก,รกคลอง,ที่ลุ่มขุมรางรอง,รับน้ำ,หน้าแล้งแฮ่ง๐นาหนอง,น้ำตกซกแฮ,ชลเนตเชฐาผร้ำ,เช่นน้ำตกบาง
ตวันเย็นเห็นหาดหน้า,ถ้ามี,เมืองสุพรรณบุรีย,รกร้าง,ศารตั้งฝั่งนัที,ที่หาดลาดแฮ,โรงเล่าเฃาต้มค้าง,ขอบคุ้งหุงสุรา
ผู่รั้งตั้งรั้วรอบ,ขอบราย,เปนหมู่ดูงัวควาย,ไขว่บ้าน,สาวสาวเหล่านุ่งลาย,แล้วหม่อมมอมเอย,จ้ำม่ำลำสนสอ้าน,อาบน้ำปล้ำปลา
กรมการบ้านตั้งตลอด,ตลิ่งเตียร,ต่างต่อล้อเลื่อนเกียร,เก็บไว้,เรือริมหาดดาษเดียร,รดะปักหลักแฮ,ของเหล่าเชาสวนใต้,แต่งตั้งนั่งฃาย
ฝั่งซ้ายฝ่ายฟากโพ้น,พิศดาร,มีวัดพระรูปบูราณ,ท่านสร้าง,ที่ถัดวัดประตูสาร,สง๐สู่อยู่เอย,หย่อมย้านบ้านขุนช้าง,ชิดข้างสวนบันลัง
วัดกระไกรใกล้บ้านที่,ศรีประจัน,ถามเหล่าชาวสุพรรณ,เพื่อนชี้,ทองประศรีที่สำคัน,ฃ้างวัดแคแฮ,เดิมสนุกทุกวันนี้,รกเรื้อเสือคนอง
ประทับหน้าท่าสิบเบี้ย,บูราณ,หว่างวัดฝาโถสถาน,ถิ่นร้าง,มหาโพทโบศวิหาร,หักทับยับเอย,ภิมพีลาไลสร้าง,สืบขู้สูพรรน
สงสารบ้านวัดร้าง,แรมโรย,เสียงแต่นกหกโหย,ค่ำเช้า,อกพี่ที่เดียวโดย,ด้วยแก่แม่เอย,เข้าเรื่องเมืองร้างเศร้า,โศกซ้ำรำจวน
นอนค้างข้างคุ้งถัด,วัดกระไกร,ครั้นรุ่งมุ่งเดินไพร,พรั่งพร้อม,ไหว้พระป่าเรไร,ร่มรรื่นชื่นเอย,ริมรอบขอบเขื่อนล้อม,สะล่างไม้ไพรพนม
น้อยน้อยพลอยชื่นชี้,ชมไพร,ครึมครึกพฤกษาไสว,แว่นแคว้น,ผลิดดอกออกผลใบ,รบัดชื่นรื่นเอย,รอกกระแตแลแหล้น๐๐,โลดเต้นเผ่นผยอง
แจ้วแจ้วจักกระจั่นจ้า,จับใจ,หริ่งหริ่งเรื่อยเรไร,ร่ำร้อง,แซ้งแซวส่งเสียงไส,ทราบโสท๐,แหนงนิ่งนึกนุชน้อง,นิ่มเนื้อนวลนาง
พิกุนบุนนากแก้ว,กาหลง,หอมชื่นรื่นรำดวนดง,ดอกรย้า,สาวอยุดพุทธิชาดทรง,เสาวรศสดเอย,หนุ่มหนุ่มรุมเก็บหน้า,สนุกโน้มโถมชิง
เด็ก๐ได้ไส้ห่อผ้า,พับเฉียง,เหนไก่ไล่ลัดเฉลียง,ลดเลี้ยว,ล้มลุกสนุกสำเนียง,สนั่นโห่โร่เอย,หน้าผากปากบวมเบี้ยว,บ่อเว้นเผ่นผยอง
นกร้องก้องกิ่งไม้,ใบบัง,แลลับกรับเสียงวัง,เวกแหว้ว๐,ค้อนทองป่องเป๋งดัง,ดุจเฆาะฆ้อนแฮ,กอไผ่ไก่ขันแจ้ว,แจ่มเจื้อยเฉื่อยเสียง
ขึ้นโขดโบศเก่าก้ม,กราบยุคน๐,พระป่าเรไรยน,อย่างยิ้ม,ยอกรหย่อนบาทบน,บงกชแก้วเอย,ปลั่งเปล่งเพ่งพิศพริ้ม,พระหนั้ง๐ดังองค์
เทียรทูป๐บุพชาติบ้าง,บูชา,นึกพระเสด็จมา,ยับยั้ง,ลิงเผือกเลือกสมอพวา,ถวายไว่๐ใกล้แฮ,ช้างเผือกเลือกพึ่ง๐ทั้ง,กิ่งไม้ไหว้ถวาย
ขอเดชะพระพุทธิเจ้า,จงเหน,อดส่า๐มาเช้าเย็น,ยากไร้,ปราศนา๐ว่าจะเปน,ปเจกพุทธะภูมเอย,บุญช่วยด้วยให้ได้,ดุจข้าอาวอร
ยังไปไม่พ้นภพ,สงสาร,ขอปะพระศรีอาร,อีกเหล้า,กราบถึงซึ่งพระนิพาน,ผ่ายภากหน้าเอย,ฃอศุขทุขโศกเศร้า,สิ่งร้ายหายสูร
อนึ่งเจ้าเหล่าเล็กล้วน,ลูกหลาน,หมายมั่งดังพิศถาน,ถี่ถ้วน,ขอให้ใส่นามขนาน,ตาบพัทสวัดิเอย,กลั่นชุบอุประถำล้วน,ลูกเลี้ยงเที่ยงธรรม์
เยนรอนอ่อนเกษก้ม,กราบลา,จากวัดตัดตรงมา,แม่น้ำ,ค้างคืนตื่นเช้าคลา,คลาสเคลื่อนเรือเอย,ติดแก่งแขงข้อค้ำ,ขัดข้องต้องเขน
เลี้ยวหนึ่งถึงบ้านชื่อ,โพคลาน,โพใหญ่ไม้บูราณ,ร่มชื้น,สองฝั่งพรั่งพฤกษตาน,โตนดพุ่งสูงเอย,ท่าลาดหาดทรายตื้น,ตลิ่งล้วนสวนมเขือ
ศรีศะเวียงเสียงแซ่ล้วน,พวนลาว,แก่หนุ่มสุ่มปลาฉาว,แช่น้ำ,ผ้าบ่อนุ่งพุงฃาว,ฃวยจิตรรอิดเอย,เดกด่วนชวนเพื่อนค้ำ,ค่ามให้ไกลลาว
โพหลวงห้วงน้ำฦก,ไหลเนือย,ปะแต่ลาวเปล่าเปลือย,ปลอดผ้า,อาบน้ำคล่ำริมเฟือย,ฝูงหนุ่มกลุ้มแฮ,เดกเกลียดเบียดเบือนหน้า,นิ่วร้องสยองแสยง
สำประทิวงิ้วง้าวสล่าง,กร่างไกร,ถิ่นท่าป่ารำไร,ไร่ฝ้าย,เจ๊กอยู่หมู่มอรไท,ทำถั่วรั้วเอย,ปลูกผักฟักกล้วยกล้าย,เกลื่อนข้างทางจร
ถึงย่านบ้านรัดช้าง,ปางหลัง,ข้างถูกผูกรึงรัง,รัดไว้,พลัดพรากจากฝูงพัง,พวกเพื่อนเถื่อนเอย,เพียงพี่ที่ทุเรศไร้,นิราศร้างห่างสมร
บ้านตั้งฝั่งฟากน้ำ,ธรรมกูล,วัดทร่างปางก่อนสูร,สงัดเศร้า,ขอบเขื่อนเกลื่อนอิด๐ปูน,เปื่อยเปล่าเจ้าเอย,โบศยับทับพระเจ้า,เจิ่งน้ำกรำฝน
ยนย่านบ้านหนึ่งนั้น,แนะนาม,วัดสว่างอารมอาราม,รื่นไม้,สว่างแต่ที่พี่ยาม,มืดมิดจิตรเอย,ห่อนสว่างอย่างไว้,ชื่ออ้างสว่างอารม
โพพระระยะหญ้าน,หญ่อมไพร,โพชื่นรื่นร่มใบ,โบกรย้า,โปรดด้วยช่วยคุ้มไภย,พยัฆพยศคดเอย,โพพระอนุเคราะห์ข้า,พระเจ้าคราวเขน
โพพญาท่าตลิ่งล้วน,ฬ้อเกวียร,โพไผ่ไม้เตงตเคียน,ตขบบ้าง,ซิกซากกระบากกระเบียน,กระเบากระแบกกระบกแฮ,เสลาสลอดสลับสล้าง,เหล่าไม้ใกล้กระสิน
บ้านซ่องช่องชวากเวิ้ง,เซิงหวาย,เหล่าที่หนีมุนนาย,เนิ่นช้า,ซ่องสุมซุ่มเรือนราย,ริมกับเกรี่ยงแฮ,ใครจับกลับรุมข้า๐,ขัดข้องซ่องหลวง
บางมดแดงแขวงเขดคุ้ง,ทุ่งไพร,ถิ่นเถื่อนเรือนรำไร,ไร่กล้วย,นึกมดอดสูใจ,จงมม่วงหวงแฮ,เพียงพี่หมีมอดม้วย,ไม่สริ้นถวิลหวัง
วังยางค่างคุ้งสะล่าง,ยางยูง,โตล่งตลิ่งยิ่งสูงสูง,ฉโงกง้ำ,นกแลแต่ลฝูงลฝูง,ฟุบสพั่งรังเอย,ร่มรื่นชื่นชายน้ำ,นั่งเหล้นเยนสบาย
ถึงบ้านตานเสี้ยนร่ำ,ทำตาน,ไต่ผโองโหญ่งโย่ทยาน,ย่างเก้า,หน้าหวัวเราะเพราะรักหวาน,หวังใคร่ได้ฤๅ,เพียงพี่ที่แฝงเฝ้า,ไฝ่น้ำคำหวาน
ว่างบ้านย่านน้ำเปลี่ยว,เหลียวแล,ตลิ่งสูงฝูงรอกแต,ไต่ไม้,กรวยกร่างค่างเคี่ยมแค,ข่อยกทุ่มกุ่มเอย,ลมป่วนหวนหอมให้,ลเหี่ยลห้อยหงอยเหงา
จวบจนชนบทบ้าน,ศรีจัน,ท่าลาดหาดเกิดกัน,แก่งตื้น,เรือนตั้งฝั่งเรียงรัน,โรงเหล็กเจ๊กเอย,คนภู่ดูครึกครื้น,ค่ามช้างต่างเกวียน
จวนเยนเหนแห่งบ้าน,ด่านขนอน,หาดใหญ่ไทยเจ๊กมอน,มี่บ้าน,จอดเรือเมื่อเยนรอน,ริมหาดสอาดเอย,ร้องว่าอาไศรยร้าน,ร่มไม้ใกล้เรือ
เจ้าของร้องรับให้,ได้การ,หนุ่มหนุ่มชุ่มชื่นบาน,บ่อเศร้า,ขึ้นฝั่งนั่งสำราน,ร้านไต้ไซเอย,สาวรุ่นวุ่นเวียรเฝ้า,ฝั่งน้ำชำเลือง
ลูกเอยเฉยเช่นปั้น,ปูนฃาว,สาวเพ่งเลงหลบสาว,ซิ่นแล้ว,ปะเปนเช่นพ่อคราว,ครั้งหนุ่มชุ่มฤๅ,ตายราพ๐ลาภไม่แคล้ว,คลาศช้านาที
ลูกลาวสาวรุ่นร้อง,ทักทาย,เรือพี่มีสิ่งฃาย,ค่อยไหว้,ลูกเราเหล่าหนุ่มอาย,แอบเด็กเล็กแฮ,สอนกระสาบตาบให้,ว่าซื้อหฤๅจ๋า
หนูพัดพลัดพลอดฬ้อ,เลียนลาว,มีหมากหยากสู่สาว,ซิ่นแล้ว,บ้านเจ้าเค่าเหนียวฃาว,ฃายมั่งกระมั่งแม่,ตาบฮ่ามถามหาแห้ว,แห่งนี้มีฤๅ
ลาวไปไทพี่น้อง,มองเมียง,มืดค่ำทำร่ายเรียง,เราะร้าน,กลั่นชุบอุบอิบเอียง,กแอมแอบแยบเอย,ขอหมากปากสั่นสท้าน,ทดท้อย่อหญิง
ราตรีพี่น้องอ่อน,เอนดู,ขันใหญ่ไส่หมากพลู,นาบให้,แห้วเลือกเผือกถั่วภู,พัดรับกลับแฮ,จสั่งมั่งไม่ได้,เดือดหน้าด่าตี
ดึกลาวสาวรุ่นกล้า,มาเดียว,ให้กระเช้าเข้าเหนียว,นั่งใกล้,ถอยหลีกอีกบ่อเหลียว,เลยลูกกูเอย,กลั่นรับกลับจุดไต้,ตอบโต้โมทนา
บูราณท่านว่าเลี้ยง,ลูกสาว,มันมักหักรั้วฉาว,เช่นพร้อง,หนุ่มชายฝ่ายรุ่นราว,รักขะยั่นพรั่นแฮ,ลูกโง่โซแสบท้อง,บ่อรู้สู่สาว
ครั้นช้าวสาวสบหน้า,ลาสาว,จากขนอนอ่อนหนาว,หนุ่มเศร้า,คราวได้ไม่โลมลาว,ลองซู่ดูแฮ,ครั้นลับกลับรฦกเหล้า,ลูกโหง้โซสาว
เอนดูหนูพี่น้อง,สองสาว,คิดใคร่ได้เลี้ยงลาว,ลูกสไภ้,แต่ลูกผูกรักชาว,วังเล่าเจ้าเอย,จเจ็บเล็บเฃาไว้,ข่วนร้ายคล้ายเสือ
บางกระพุ้งคุ้งน้ำเปลี่ยว,เหลียวแล,บนบกนกซอแซ,แซ่ซ้อง,เหนนกกกคู่แด,ดานลฦกนึกเอย,เหมือนอยู่คู่เคียงน้อง,แนบเนื้อเหลือสนอม
บ้านใหม่ไร่ฝ่ายสพรั่ง,ฝั่งชลา,ฟ่ายออกดอกฃาวดา,เด่นช้อย,เนื้อนุชสุดโสภา,เพียงฟ่ายไร่เอย,ชมฟ่ายคล้ายผิวสร้อย,สวาดิเนื้อเหลือนวล
ถึงย่านบ้านกร่างเวิ้ง,วาริน,เกิดแก่งแหล่งเหวหิน,ฮ่วงคุ้ง,ปล่องน้ำท่ำกุมภิน,พวกเงือกเลือกแฮ,ยามเปลี่ยวเสียวทรวงสดุ้ง,ด่วนพ้นวลวัง
บ้านไร่ไทเจ๊กตั้ง,ทั้งทวาย,กล้วยไข่ไร่เรียงราย,เรียกซื้อ,ตกเครือเรื่อเรืองปลาย,ปลีสลับปกับแฮ,เฟื้องหนึ่งถึงสี่มื้อ,หมดรื้อซื้อเสมอ
วังปรานบ้านเว้นว่าง,วางเวง,สองฝั่งวังเสือเกรง,เกรียบฉม้อย๐,นายรอดทอดท้ายเพลง,พลอยหนุ่มชุ่มเอย,ป่าใหญ่ไม้ชื่นช้อย,ชุ่มฉ้อออรชร
บางม่วงห้วงหาดตื้น,ติดเรือ,ทรายเกลี่ยเรี่ยรอยเสือ,ซับซ้อน,ซึ้งซึกพฤกษครุมเครือ,ค่างโครกโฮกแฮ,โปรยแต่ใบไม้หว้อน,วิ่งร้องพองขน
ลูกค่างอย่างย้อมชาติ,ชมภู,เหลืองอ่อนโอ้เอนดู,เด็กน้อย,แม่อุ้มชุ่มชื่นชู,ชมลูบจูบเอย,กอดแอบแนบอกห้อย,หกโน้มโถมทยาน
ย่านซื่อชื่อว่าบ้าน,ย่านยาว,เหนแต่ชุมนุมลาว,ล่อนโล้ง,ลากอวนส่วนหนุ่มสาว,เสียงแซ่แม่เอย,เท่าแก่แลโล้งโต้ง,ต่างหล้อนห่อนอาย
อ้างว้างกลางน้ำร่ม,ลมโชย,ลิงค่างครางครวนโหย,โห่ร้อง,กระเบาออกดอกร่วงโรย,รศรื่นชื่นเอย,หึ่งหึ่งพึ่งเพียงฆ้อง,ย่ำเถี้ยงเสียงกระหึม
ยนย่านศารปู่เจ้า,จอมไพร,ปลาคล่ำน้ำซึ้งใส,สอาดสอ้าน,งูเหลือมเลื่อมเลือกไคล,คลานกลิ่งตลิ่งแฮ,โตเท่าเสาเรือนกว้าน,กวาดน้ำดำปลา
ติดตื้นขืนถ่อค้ำ,เขนเรือ,บนบกรกรังเสือ,ซอกซุ้ม,นำงูฟู่เลื้อยเหลือ,หลีกยากหลากแฮ,ศักครู่ดูควันกลุ้ม,กลบข้างทางจร
เดกเหนเช่นมนุษหนั้ง๐,หลังงู,แวววับคลับคลายฟู,ฟ่องเฟื้อย,รู้ชัดจัดหมากพลู,พลีปู่เจ้าเอย,งูกระเพื่อมเลื่อมเลื้อย,หลีกคล้ายหายสูร
เรือคล่องล่องเลี้ยวเลื่อน,เคลื่อนคลา,ถึงย่านบ้านกลวยเวลา,บ่ายคล้อย,กล้วยไข่ไร่รื่นรดา,ดกเรื่อเครือเอย,หล่างแห่งแปลงปลูกอ้อย,แอบกล้วยสลวยลำ
ถึงช่องคลองน้ำซับ,ซ้ายมือ,เกิดแร่แง่งอกครื,ครืดท้อง,ผู้เท่าเล่าเลื่องฦๅ,เหล็กที่ดีเอย,ครึคระระเรือต้อง,ติดตื้นขืนเขน
บ้านว่าขวาซ้ายค่าง,ทางจร,หินแร่แลสลับสลอน,ฦกซึ้ง,เรือนตั้งฝั่งสาคร,คนเงียบเสียบเอย,ปลาคล่ำน้ำไหลอึ้ง,แอบคุ้งมุ่งทาง
วังหินถิ่นเถื่อนกว้าง,ยางยูง,สมอแสมสารสูง,สดฉุ้ม,หว่างไผ่ไก่เถื่อนฝูง,ฟุบเขี่ยเรี่ยเอย,เด็กใคร่ได้ไก่อุ้ม,แอบขึ้นครึนราย
ไก่เถื่อนเหมือนจฬ้อ,ก้อกพือ,เด็กย่องด่องดีดมือ,มุ่งหน้า,เข้าใกล้ไก่เปรียวปรื๋,ปร๋อร่อนว่อนแฮ,เด็กโดดโลดไล่คว้า,ไคว่ขว้ำขะมำมอม
ลงเรือเหื่ออาบหน้า,หนูเอย,อย่าไล่ไก่เลยเชย,ช่อไม้,ดอกดวงร่วงรื่นรเหย,หอมกลิ่นรรินแฮ,เก็บศักห่อพ่อได้,เด็จร้อยสร้อยสน
ย่านยาวลาวตั้งกลาด,หาดทราย,แล่ผ่าปลาฉแวงสวาย,แหวะท้อง,ย่างไฟไส่ฃ่าราย,เรียงนั่งสพรั่งเอย,พวกหนุ่มสุ่มเรือร้อง,เจ่ยรน้อฬ้อลาว
ถึงวนก้นหวดห้วง,หินแลง,แร่เกลื่อนเหมือนฃิงแขง,ค่างคุ้ง,ตำราว่าทองแดง,เดกต่อยย่อยแฮ,พรายพร่างอย่างศรีรุ้ง,รอด๐ชี้ที่แถลง
ตวันเยนเหนพยัฆด้อม,ดื่มชล,โห่ขับกลับโฮกคน,เคี่ยวโง้ง,ขึ้นตลิ่งวิ่งคำรน,เราะไล่ใกล้แฮ,ทังขู่ภู่เมียโขร้ง,คร่างร้องก้องกระหึม
นายรอดสอดรู้เท่า,เหล่าเสือ,มักกัดสัตกินเหลือ,ละไว้,มันหวงล่วงไล่เรือ,รอดแนะแวะแฮ,หนูหนุ่มกุมมีดไม้,มุ่งแย้งแทงเสือ
โห่ร้องซ้องแส้ป่า,กล้าหาน,เสือวิ่งยิ่งทเยอทยาน,หยักรั้ง,ตามทางห่างฝั่งประมาณ,สองเซ่นเหนแฮ,ได้แต่เนื้อเหลือทั้ง,ท่อนท้ายชายโครง
รอดรัดมัดเชือกกลุ้ม,หนุ่มหาม,ถึงที่เรือเสือตาม,ติดก้น,จากท่าป่าเปลี่ยวขาม,ขยาดพยัฆนักพ่อ,ถ่อถี่หนีเสือพ้น,พี่ให้ใจหาย
บูรานท่านว่าล้วง,คอเสือ,เหล่าลูกถูกตำราเหลือ,เหล็กกล้า,เช่นพ่อก็กลืนเกลือ,กลั้วเค่าเจ้าเอย,ชิงเหญื่อเสือต่อหน้า,นึกคร้ามฃามแขยง
วังฉลามยามสูริยเยื้อง,เยนรอน,เสียงสุนักไนหอน,เห่าเนื้อ,ลิงค่างต่างโหวยวอร,วิเวกวาบสาบเอย,เผาะเผาะเราะรกเรื้อ,เรียดข้างทางจร
มืดค่ำจำจอดค้าง,หว่างไพร,หนุ่มหนุ่มสุมฟืนไฟ,ฝั่งน้ำ,เนื้อย่างค่างเครื่องใน,หมูแบ่งแกงแฮ,เนื้อสดรสอร่อยล้ำ,กระหลบฟุ้งคุ้งแหลม
นอนค้างกลางหาดตื้น,ตลิ่งสูง,นิ่งนั่งฟั่งฟานฝูง,มฤคฆร้อง,เงาไม้ใหญ่ยางยูง,เยนเยียบเงียบเอย,เผาะเผาะเราะป่าต้อง,ตวาดซ้ำร่ำไป
เกือบหลับกรับเกรียบไม้,ไต้เหนือ,คุ่มคุ่มดุ่มตามเรือ,รอบข้าง,ปลุกหนุ่มรุมโห่เสือ,สวบโขยดโดดแฮ,เด็กด่าคว้าฟืนขว้าง,ก่อให้ไฟโพลง
เสือชุมหนุ่มแน่นหนั้ง,รวังไฟ,ดึกยิ่งวิ่งเวียรไว,แวดล้อม,จำเปนเซ่นพระไพร,เพราะเหญื่อเสือแฮ,ตัดตับกับเนื้อพร้อม,พร่ำตั้งสังเวย
เยนเยียบเงียบสงัดเงื้อม,เงาครึม,อารักศักสิทพึม,พุ่มไม้,ทิ้งทูตพูดงึมงึม,เงี่ยง่วงทรวงเอย,จังหรีดกรีดกริ่งให้,ลเหี่ยเศร้าหาวนอน
ดึกดื่นฝืนเนตรหนั้ง,ฟังเสียง,แม่ม่ายลองไนเรียง,แหร่ร้อง,รฦกแต่แม่ม่ายเวียง,สวาดิว่างค้างเอย,เปนม่ายร้ายนักน้อง,จต้องลองไน
หนุ่มหลับคลับคล้ายเลื่อม,แลเหน,เจ้าป่าหน้าปากเปน,พยัฆร้าย,ขี่แรดแผดเสียงเยน,ขยอกเยื่อเนื้อเอย,ร้องว่าลาแล้วคล้าย,เคลือบเข้าเงาหาย
ยามสามยามสงัดไม้,ไพรพนม,พร่ำพร่ำน้ำค้างพรม,พร่างพร้อย,เยนเยียบเงียบสงัดลม,แลตล่งดงเอย,ไม่นิ่งกิ่งก้านช้อย,ชื่นฉุ้มพุ่มพกา
ค่อนรุ่งฝุงไก่แจ้,แจ้วเสียง,เอ๊กเอื่อยเฉื่อยสำเนียง,เนื่องซ้อง,เรไรร่ายร้องเรียง,รับแซ่แม่เอย,เพียงรนาดพาดฆ้อง,แข่งเจ้งเพลงจีน
เกือบรุ่งฟุ้งกลิ่นเกลี้ยง,เพียงสุคน,หึ่งหึ่งพึ่งเวียรวล,ว่อนเคล้า,มาลีคลี่กลีบบน,บานกลิ่นรรินเอย,ยิ่งรุ่งฟุ้งหอมเร้า,เร่งให้ใจเจริญ
รื่นรื่นชื่นเช่นน้ำ,อบหอม,หวนจิตคิดเคยสนอม,แนบน้อง,เจือจรรกลั่นกลิ่นรอม,รวยรรื่นชื่นเอย,เคยชื่นรื่นรศต้อง,ตกไร้ไกลสมร
เรืองรุ่งฝูงนกร้อง,ก้องดง,เรียกเร่งรถสูริยง,เยี่ยมฟ้า,ล่าป่าท่าน้ำจง,เจริญศุขรุกขเอย,จากฝั่งพรั่งพร้อมหน้า,หนุ่มน้อยพลอยเพลิน
ล่วงทางบางขวากคุ้ง,เขดไพร,เหนแต่แร่รกไคล,เคลือบคล้ำ,ซ้ายขวาป่าสูงไสว,ว่างย่านบ้านเอย,เด็กใคร่ไปปลายน้ำ,สนุกแท้แควเหนือ
นึกนามสามชุกถ้า,ป่าดง,เกรี่ยงไร่ได้ฟ่ายลง,แลกล้ำ,เรือค้าท่านั้นคง,คอยเกรี่ยงเรียงเอย,รายจอดทอดท่าน้ำ,นับฝ้ายฃายฃอง
นางเกรี่ยงเสียงเพราะพร้อง,กหนองกแหนง,สาวผูกลูกปัดแดง,ประดับพร้อย,คิ้วตาน่านวลแตง,ตลหม่อมจอมเอย,แค่งทู่หูยานย้อย,อย่างลว้าพาคลาย
สามเพงเลงสะล่างไม้,ไพรสน๐,ป่าใหญ่ใช่เขดคน,ฃาดบ้าน,ร่มรื่นชื่นชมชล,ชุ่มแต่แร่เอย,ปลาว่ายสายสินสอ้าน,สอาดตื้นพื้นทราย
ปลาชนางคว้างแคว้งว่าย,ลายแล,เลื่อมเลื่อมเล่ตุกแก,กดิบกเดี้ย,ไข่ฉะนางอย่างฝักแค,เฃียวฉอุ่มชุ่มเอย,สร้อยซ่ากากดเพลี้ย,พล่านน้ำคล่ำทาง
ไอ้บ้าอ้าปากกว้าง,หางแดง,ซิวสูบสีเสียดแซง,แซกซ้อน,กรีมกรายว่ายเวียรรแวง,รวังม่ายหมายเอย,ฝักดาบปลาบเปลือยหล้อน,แฉลบหว้ายสายสินธุ์
ปลาตเพียนเวียรว่ายเคล้า,คลอเรือ,เกล็จเคลือบเหลือบเหลืองเหลือ,เลื่อมพร้อย,ปลาเสือมุ่งเหมือนเสือ,ส่ายโบกกโชกแฮ,หางไก่ใช่หางช้อย,ชแล่มหว้ายร่ายเรียง
นานาปลาน้ำถิ่น,หินทราย,ชมเล่นเหนปลาดหลาย,เล็กน้อย,ทางเปลี่ยวเที่ยวถึงปลาย,น้ำเล่าเจ้าเอย,บนบกนกกระเตนกระต้อย,ต่างร้องซ้องเสียง
